Network,Annotation
MyList,"GO:0022613|ribonucleoprotein complex biogenesis|-3.6;GO:0000398|mRNA splicing, via spliceosome|-3.2;GO:0000377|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|-3.2"
